y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
7.0,4.0,3.5,4130.0,,2.0,A0,2,3,10.0,4130,0,4130,87476,4,-1
2.25,3.0,1.75,1350.0,7370.0,1.0,A0,0,4,6.0,1350,0,1440,6000,103,-1
3.09,3.0,2.5,1540.0,,2.0,A0,0,3,7.0,1300,240,1540,2875,17,-1
6.0,3.0,2.5,2540.0,,2.0,A0,1,4,,2540,0,2490,7680,75,14
5.86,3.0,2.5,1940.0,8196.0,2.0,A0,0,3,8.0,1940,0,2070,8514,24,-1
3.05,5.0,2.5,2130.0,,2.0,A0,0,3,,2130,0,1500,11810,2,-1
7.7,4.0,3.0,2390.0,,1.5,A0,0,5,8.0,1460,930,1670,4000,84,-1
1.97,4.0,2.0,1780.0,19843.0,1.0,A0,0,3,7.0,1780,0,2210,13500,52,-1
7.05,4.0,3.0,2440.0,,1.5,A0,0,5,8.0,1480,960,1770,4000,86,-1
2.65,3.0,1.75,3400.0,,1.0,A0,0,3,7.0,2050,1350,2320,20624,36,-1
4.35,3.0,1.75,1610.0,,1.0,A0,2,3,7.0,1210,400,1610,9363,31,-1
4.97115,4.0,3.25,3230.0,4838.0,2.0,A0,0,3,,3230,0,2980,5094,1,-1
3.0,2.0,1.0,710.0,,1.0,A0,1,3,5.0,710,0,1810,4988,90,-1
2.95,2.0,1.0,910.0,5525.0,1.0,A0,0,2,6.0,910,0,1620,5525,105,-1
2.7,3.0,1.0,1390.0,,1.5,A0,0,3,7.0,1230,160,1780,3920,112,-1
4.1,3.0,2.5,1840.0,,1.0,A0,1,3,8.0,1340,500,1970,7920,57,-1
2.95,3.0,2.25,1600.0,,1.0,A0,0,3,7.0,1280,320,1600,8215,28,-1
1.75,3.0,2.5,1610.0,,2.0,A0,0,3,7.0,1610,0,1660,7689,21,-1
2.29,3.0,2.5,1670.0,,2.0,A0,0,3,,1670,0,1920,5298,13,-1
8.75,4.0,2.25,2770.0,,2.0,A0,1,3,9.0,2440,330,2100,6011,2,-1
7.0,5.0,3.5,3290.0,5600.0,2.0,A0,0,3,9.0,2670,620,3130,5600,11,-1
3.025,4.0,2.5,2640.0,,2.0,A0,0,3,8.0,2640,0,1680,10018,16,-1
2.7,3.0,1.5,1030.0,,1.0,A0,0,4,6.0,1030,0,1420,6000,94,-1
2.974,3.0,2.5,2720.0,,2.0,A0,0,3,9.0,2720,0,2590,9683,25,-1
3.94,2.0,1.0,1030.0,4400.0,1.0,A0,0,3,7.0,1030,0,1400,4200,91,-1
3.25,2.0,1.75,2110.0,,1.0,A0,0,2,7.0,2110,0,1480,9519,67,-1
4.95,3.0,2.5,1530.0,,2.0,A0,0,3,8.0,1530,0,1530,4099,17,-1
5.45,3.0,1.75,1670.0,,1.0,A0,0,4,,1670,0,2410,8800,58,-1
5.24,4.0,4.75,3700.0,,1.0,A0,0,4,7.0,1840,1860,1720,11564,53,-1
3.73,5.0,3.5,3740.0,,2.0,A0,0,3,9.0,2760,980,2880,26023,17,-1
3.9,4.0,2.25,2210.0,8862.0,1.0,A0,0,4,8.0,1270,940,2030,8862,38,-1
6.85,4.0,2.25,2040.0,,1.0,A0,0,4,8.0,1480,560,2330,8940,57,-1
2.75,4.0,2.75,3390.0,,1.0,A0,0,4,7.0,1970,1420,2530,8495,54,-1
1.9,3.0,1.5,1290.0,7100.0,1.0,A0,0,3,6.0,1290,0,1300,7183,61,-1
2.0,3.0,1.0,1250.0,,1.0,A0,0,3,7.0,1000,250,1310,7350,63,-1
4.02,3.0,2.5,,,2.0,A0,0,3,7.0,2100,0,1520,2468,9,-1
7.65,4.0,3.5,2840.0,,1.0,A0,4,4,10.0,2840,0,3180,36852,29,-1
2.245,3.0,1.75,1820.0,,2.0,A0,0,3,7.0,1820,0,1780,7349,21,-1
6.35,3.0,2.75,2930.0,,2.0,A0,2,3,8.0,2930,0,2450,218235,25,-1
10.75,3.0,2.75,3230.0,,2.0,A1,4,3,7.0,3230,0,2560,72229,90,22
4.9,3.0,2.25,1520.0,,3.0,A0,0,3,8.0,1520,0,1550,4750,2,-1
4.749,5.0,3.0,3610.0,7555.0,2.0,A0,0,3,8.0,3610,0,3610,7979,12,-1
3.14,2.0,2.0,1340.0,,1.0,A0,0,3,8.0,1340,0,1350,4273,8,-1
2.7,2.0,1.5,830.0,1034.0,2.0,A0,0,3,8.0,830,0,1130,2534,6,-1
8.25,4.0,3.5,3070.0,,2.0,A0,0,3,9.0,2030,1040,1780,4800,93,8
2.99,2.0,1.0,1140.0,5650.0,1.0,A0,1,3,6.0,980,160,1220,5700,95,-1
35.659,4.0,3.25,4830.0,,2.0,A1,4,4,11.0,4830,0,3820,25582,25,-1
3.075,2.0,1.0,1190.0,4440.0,1.0,A0,0,3,6.0,1190,0,1060,5715,34,-1
3.9675,5.0,3.5,3790.0,8200.0,1.0,A0,1,3,8.0,2120,1670,1740,8676,14,-1
2.78,2.0,1.0,860.0,8511.0,1.0,A0,0,3,7.0,860,0,1554,8499,66,-1
3.25,5.0,1.75,2300.0,,2.0,A0,0,3,7.0,2300,0,1200,6000,110,-1
2.875,3.0,1.0,1520.0,,1.0,A0,0,3,7.0,1520,0,1360,7219,61,-1
4.4,3.0,2.5,2430.0,,2.0,A0,0,3,8.0,2430,0,2500,4798,14,-1
2.725,4.0,2.5,1970.0,7098.0,2.0,A0,0,3,7.0,1970,0,1970,5361,8,-1
2.556,1.0,1.0,580.0,,1.0,A0,0,3,7.0,580,0,1260,4000,107,10
3.0,3.0,1.75,2530.0,,1.0,A0,0,4,,1800,730,2460,36386,38,-1
13.25,5.0,3.75,3700.0,7920.0,3.0,A0,4,3,9.0,2900,800,2860,6360,32,-1
5.14,4.0,3.0,2440.0,9600.0,2.0,A0,0,5,,2440,0,2290,9600,54,-1
10.5,5.0,3.25,3080.0,,1.0,A0,2,4,9.0,2230,850,2810,10720,47,-1
5.1,3.0,1.75,1840.0,,1.0,A0,0,3,8.0,1370,470,1920,8518,41,-1
5.3,3.0,2.5,1660.0,,3.0,A0,0,3,7.0,1610,50,1210,1230,10,-1
6.6,4.0,2.5,2470.0,,3.0,A0,0,3,8.0,2470,0,1270,3060,11,-1
2.7,3.0,2.5,1990.0,,1.5,A0,0,4,8.0,1410,580,1660,93393,28,-1
2.85,4.0,2.5,2610.0,,2.0,A0,0,3,8.0,2610,0,2280,9033,27,-1
4.0,2.0,1.0,1490.0,,1.0,A0,0,3,7.0,860,630,1460,3825,86,-1
5.75,4.0,2.25,2100.0,,3.0,A0,0,3,8.0,2100,0,1660,4000,14,-1
2.9995,4.0,1.75,,,1.0,A0,0,3,8.0,1660,0,1800,7684,41,-1
1.62,3.0,2.0,1210.0,,1.0,A0,0,4,7.0,1210,0,1560,7200,30,-1
2.08,4.0,2.75,,8560.0,1.0,A0,0,3,7.0,1560,570,2130,8560,23,-1
6.05,4.0,2.5,3140.0,,2.0,A0,0,4,10.0,3140,0,2990,35001,24,-1
1.74,2.0,2.0,1090.0,,2.0,A0,0,3,7.0,1090,0,1078,1318,25,-1
6.35,4.0,1.75,2000.0,,1.0,A0,3,5,7.0,1000,1000,2610,4377,59,-1
2.345,3.0,1.0,1250.0,,1.0,A0,0,3,7.0,1250,0,1770,7320,47,-1
2.84,4.0,2.5,2640.0,,2.0,A0,0,3,8.0,2640,0,2150,7683,25,-1
5.385,3.0,3.25,1876.0,,3.0,A0,0,3,9.0,1876,0,1876,1533,6,-1
2.9135,4.0,1.0,1680.0,,1.5,A0,0,4,6.0,1680,0,1560,5765,104,-1
3.07,3.0,1.75,1790.0,,1.0,A0,0,4,7.0,1790,0,1560,7680,62,-1
13.25,9.0,4.0,4620.0,5508.0,2.5,A0,0,3,11.0,3870,750,2710,4320,100,-1
4.245,3.0,2.5,2520.0,53143.0,1.5,A0,0,3,7.0,2520,0,2020,56628,27,-1
2.579,3.0,1.5,1190.0,,1.0,A0,0,4,7.0,1190,0,1190,9756,46,-1
1.77,4.0,1.75,,,1.0,A0,0,4,7.0,1120,0,1330,7975,49,-1
14.9,3.0,1.75,2190.0,,1.0,A0,0,4,9.0,2190,0,2850,8868,58,-1
3.78,3.0,2.5,1510.0,,2.5,A0,0,3,8.0,1330,180,1350,1397,4,-1
3.42,3.0,2.5,2040.0,,2.0,A0,0,3,8.0,2040,0,1830,11964,15,-1
1.5495,5.0,2.75,2000.0,5885.0,1.0,A0,0,3,7.0,1260,740,1960,6514,21,-1
13.1,6.0,2.75,5700.0,,1.0,A0,4,4,10.0,2850,2850,3690,15700,38,-1
0.825,3.0,1.0,1100.0,,1.0,A0,0,3,6.0,960,140,1280,8890,80,-1
3.83,3.0,2.0,2020.0,,1.0,A0,0,4,7.0,1220,800,1600,8148,58,-1
6.25,4.0,3.25,3580.0,,1.0,A0,0,4,,3580,0,2070,43093,25,-1
4.285,3.0,2.5,1810.0,,2.0,A0,0,3,7.0,1350,460,1640,1563,18,-1
3.75,2.0,1.0,1180.0,6000.0,1.0,A0,0,3,7.0,1180,0,1600,6000,105,-1
19.52,4.0,3.75,,,1.5,A0,3,5,11.0,2540,1560,3880,18730,81,36
3.4,3.0,2.5,2480.0,8342.0,2.0,A0,0,3,8.0,2480,0,2300,8303,29,-1
7.64,3.0,1.0,1230.0,,1.0,A0,0,3,,1230,0,2100,7960,60,25
2.93,5.0,1.75,2590.0,,1.0,A0,0,4,7.0,1390,1200,2580,9049,52,-1
1.82,2.0,1.0,770.0,,1.0,A0,0,3,6.0,770,0,1550,7532,65,-1
1.4,3.0,1.5,1610.0,,1.0,A0,0,4,6.0,1610,0,1060,5304,47,-1
5.65,4.0,2.0,2360.0,,2.0,A0,0,4,8.0,2360,0,1730,4700,111,-1
5.225,3.0,2.0,2150.0,,1.5,A0,0,4,7.0,1380,770,1940,6500,104,-1
3.6,4.0,1.5,1510.0,,1.0,A0,0,3,7.0,1070,440,1450,6630,45,-1
0.6,1.0,1.0,,,1.0,A0,0,3,6.0,790,0,1240,7137,73,-1
3.46,3.0,2.5,1930.0,,1.0,A0,3,4,7.0,1440,490,1550,4505,42,-1
7.54,3.0,2.75,2690.0,,1.0,A0,0,3,9.0,2690,0,1440,4185,8,-1
2.69,2.0,1.0,1060.0,,1.5,A0,0,4,6.0,770,290,1820,4275,83,-1
6.87,5.0,2.0,3370.0,5000.0,1.5,A0,0,4,7.0,2140,1230,1920,3200,108,-1
16.55,5.0,3.5,5000.0,26540.0,2.0,A0,3,3,10.0,3410,1590,3360,17398,7,-1
1.4,3.0,1.0,980.0,5600.0,1.0,A0,0,2,6.0,980,0,1840,5302,66,-1
3.25,4.0,1.5,2150.0,,1.0,A0,0,4,7.0,2150,0,1760,10283,63,-1
2.4995,4.0,2.5,2229.0,,2.0,A0,0,3,7.0,2229,0,2738,5742,3,-1
3.95,3.0,2.5,2480.0,5082.0,2.0,A0,0,3,,2480,0,2480,5874,11,-1
4.43,3.0,2.5,1680.0,2096.0,2.0,A0,0,3,8.0,1380,300,1360,2096,7,-1
3.35,3.0,1.75,1880.0,8424.0,1.0,A0,0,4,7.0,1380,500,1970,8523,38,-1
4.8,4.0,2.0,1680.0,,1.0,A0,0,5,7.0,840,840,1680,3340,100,-1
8.0,4.0,2.5,3600.0,,2.0,A0,0,4,11.0,3600,0,3410,19864,25,-1
4.39,3.0,1.75,1620.0,,1.0,A0,0,3,7.0,920,700,1610,5000,61,-1
5.12,4.0,2.75,3190.0,,2.0,A0,0,3,9.0,3190,0,3240,7131,9,-1
2.07,3.0,2.5,2010.0,,2.0,A0,0,3,7.0,2010,0,2280,5141,9,-1
4.55,2.0,1.75,1170.0,,2.0,A0,0,3,9.0,780,390,1280,1183,5,-1
4.52,4.0,2.5,2900.0,6736.0,2.0,A0,0,3,8.0,2900,0,2900,6736,2,-1
4.25,3.0,1.5,1680.0,,1.0,A0,0,3,7.0,1680,0,1680,9101,53,-1
6.25,9.0,3.0,3680.0,,2.0,A0,0,3,7.0,2830,850,1960,2450,107,-1
5.405,3.0,1.5,1810.0,,1.0,A0,0,3,7.0,1030,780,1780,7620,57,-1
3.35,4.0,3.0,2430.0,7243.0,2.0,A0,0,3,8.0,2430,0,2430,7084,12,-1
3.54,3.0,2.0,1490.0,1126.0,3.0,A0,0,3,8.0,1490,0,1400,1230,1,-1
3.28,3.0,2.0,1960.0,,1.0,A0,2,5,,1650,310,1960,10518,58,-1
2.8,4.0,2.5,2130.0,9268.0,2.0,A0,0,4,8.0,2130,0,2100,8400,30,-1
7.05,6.0,4.25,4310.0,,2.0,A0,0,3,8.0,2950,1360,2100,10000,7,-1
1.75,3.0,2.25,1920.0,,1.0,A0,0,3,8.0,1520,400,2170,8452,50,-1
1.55,4.0,3.0,1680.0,6003.0,1.0,A0,0,3,7.0,1150,530,1820,6207,18,-1
5.95,3.0,1.0,1600.0,,1.0,A0,1,3,7.0,990,610,2600,12735,69,-1
5.4,3.0,1.75,2660.0,,1.0,A0,0,4,8.0,1330,1330,1950,6240,64,-1
4.5,5.0,1.0,1280.0,,1.5,A0,0,3,7.0,1280,0,1420,3825,92,-1
7.35,3.0,2.0,2870.0,,1.5,A0,1,4,8.0,1790,1080,2310,6466,69,-1
1.55,2.0,0.75,,,1.0,A0,0,3,6.0,900,0,1220,4080,76,-1
2.3,3.0,2.5,2100.0,,2.0,A0,0,3,8.0,2100,0,2180,7614,21,-1
2.65,3.0,1.0,1450.0,,2.0,A0,0,3,7.0,1450,0,1500,8592,65,-1
13.0,3.0,1.5,1850.0,,1.0,A0,0,4,8.0,1850,0,3030,12752,62,-1
2.45,3.0,1.75,2220.0,,1.0,A0,0,3,7.0,1270,950,1490,10003,65,-1
2.25,3.0,2.25,1660.0,,2.0,A0,0,3,,1660,0,1680,4652,14,-1
5.025,3.0,2.5,2280.0,10879.0,2.0,unknown,0,3,9.0,2280,0,2400,9536,31,-1
4.42,2.0,1.5,1920.0,3408.0,1.0,A0,0,4,7.0,960,960,1130,3408,103,-1
5.85,3.0,2.0,2570.0,28500.0,1.0,A0,0,3,9.0,1970,600,3070,32400,32,-1
3.65,4.0,2.0,2310.0,5004.0,1.0,A0,0,3,7.0,1430,880,1630,5060,21,-1
3.75,2.0,1.0,1020.0,,1.5,A0,0,4,6.0,1020,0,1490,5000,109,-1
2.4,3.0,1.75,1410.0,15134.0,1.0,A0,0,3,7.0,1410,0,1770,15337,35,-1
2.4,3.0,2.25,1540.0,,2.0,A0,0,3,7.0,1540,0,1560,11439,23,-1
5.42,3.0,2.5,1880.0,5500.0,2.0,A0,0,4,7.0,1880,0,1230,5500,68,8
10.25,3.0,2.75,2640.0,,1.5,A0,0,5,8.0,1750,890,1920,3600,89,-1
7.25,2.0,1.0,1570.0,,1.5,A0,3,4,8.0,1570,0,1760,3000,91,-1
3.04,3.0,3.25,1380.0,1234.0,3.0,A0,0,3,8.0,1380,0,1370,1282,9,-1
4.84,2.0,2.0,1660.0,,1.0,A0,0,3,8.0,1660,0,1670,5580,12,-1
5.75,5.0,3.5,3990.0,,2.0,unknown,0,3,9.0,2820,1170,2750,9622,25,-1
3.75,3.0,2.0,1150.0,,1.5,A0,0,3,7.0,1150,0,1230,5400,98,24
2.27059,4.0,2.0,1390.0,,3.0,A0,0,3,7.0,1390,0,1390,942,7,-1
3.77,3.0,1.75,1880.0,,1.0,A0,0,3,7.0,880,1000,1260,7528,93,-1
5.05,3.0,2.25,1580.0,,2.0,A0,0,3,7.0,1580,0,2253,8515,28,-1
5.1,3.0,2.0,3190.0,,2.0,A0,0,3,9.0,3190,0,2930,206474,21,-1
7.05,3.0,2.5,2940.0,15875.0,2.0,A0,0,3,10.0,2940,0,2980,15875,21,-1
10.25,3.0,2.25,1560.0,,1.0,A0,0,5,7.0,1080,480,2660,9621,38,-1
12.22,6.0,2.75,2630.0,,2.0,A0,0,5,9.0,2510,120,1540,4969,115,-1
6.75,4.0,2.75,3190.0,,2.0,A0,0,3,,3190,0,3159,5615,10,-1
2.21,2.0,2.0,1320.0,,3.0,A0,0,3,7.0,1320,0,1430,2040,18,-1
9.75,4.0,2.5,3250.0,,1.0,A0,2,3,8.0,2030,1220,2970,48037,30,-1
10.75,4.0,3.75,4160.0,,2.0,A0,0,3,,4160,0,5330,36446,24,-1
5.07,4.0,3.0,1670.0,,3.0,A0,0,3,8.0,1427,243,1700,1401,15,-1
3.749,3.0,1.75,1760.0,8266.0,1.0,A0,0,5,7.0,1760,0,1400,8519,61,-1
6.75,5.0,2.25,2020.0,,1.0,A0,0,4,7.0,1010,1010,1890,9233,52,-1
4.87,3.0,2.0,2510.0,,1.0,A0,0,5,8.0,1470,1040,990,5400,90,-1
1.95,4.0,2.5,1660.0,,1.0,A0,0,4,7.0,1660,0,1060,8437,37,-1
7.7,5.0,2.0,1720.0,,1.0,A0,0,4,8.0,1720,0,2700,9023,64,-1
2.381,3.0,2.0,1730.0,,1.0,A0,0,3,8.0,1730,0,1980,11336,21,-1
6.75,5.0,1.75,2640.0,13290.0,1.0,A1,4,4,8.0,1400,1240,2400,11942,61,-1
5.5,3.0,2.25,1920.0,,1.0,A0,2,3,8.0,1460,460,2490,8700,38,-1
7.35,3.0,1.75,2060.0,3300.0,2.0,A0,0,4,9.0,1500,560,1830,3712,97,-1
3.33,3.0,3.0,1500.0,,2.0,A0,0,3,8.0,1120,380,1720,1976,15,-1
2.76,4.0,1.0,1430.0,,1.0,A0,0,3,6.0,730,700,1310,8240,46,-1
5.45,4.0,2.5,2980.0,,2.0,A0,0,3,9.0,2980,0,2530,45596,14,-1
6.05,4.0,3.5,2510.0,3763.0,2.0,A0,0,3,8.0,1990,520,2560,3820,2,-1
2.51,5.0,2.75,2166.0,,2.0,A0,0,3,8.0,2166,0,2474,5948,2,-1
1.9,4.0,1.0,1940.0,,1.0,A0,0,3,7.0,1080,860,1940,8839,53,-1
4.08,3.0,2.25,2100.0,,1.0,A0,0,4,8.0,1330,770,2100,43560,38,-1
4.5,3.0,2.25,2100.0,,2.0,A0,0,3,10.0,1320,780,2380,33450,36,-1
9.03,3.0,1.5,2390.0,,1.5,A0,0,3,9.0,1690,700,2350,4000,79,-1
6.33,5.0,2.0,3180.0,,1.0,A0,0,3,8.0,1910,1270,2440,9750,47,-1
6.65,5.0,5.0,5774.0,,1.0,A0,2,3,11.0,4490,1284,3260,13200,31,-1
3.0,3.0,1.75,1440.0,8775.0,1.0,A0,0,3,7.0,1440,0,1790,7865,42,-1
1.8495,3.0,2.0,1010.0,7896.0,1.0,A0,0,3,,1010,0,1540,7896,31,-1
2.85,3.0,2.5,1480.0,,2.0,A0,0,3,8.0,1480,0,1650,4716,17,-1
29.08,5.0,5.5,7400.0,18898.0,2.0,A0,3,3,13.0,6290,1110,6110,26442,14,-1
3.9,4.0,2.5,2090.0,,1.0,A0,0,3,7.0,1220,870,1740,11200,46,-1
1.949,3.0,2.25,1740.0,9672.0,1.0,A0,0,4,,1110,630,1640,9600,52,-1
9.5889,4.0,3.25,3270.0,,2.0,A0,0,3,9.0,3110,160,3600,5825,1,-1
4.0,3.0,1.75,1850.0,,1.0,A0,0,4,7.0,1850,0,2110,23280,53,38
1.48,3.0,1.75,1340.0,,1.0,A0,0,4,7.0,1340,0,1510,8240,42,-1
6.5,4.0,2.5,2870.0,,2.0,A0,0,3,9.0,2870,0,2940,4800,9,-1
6.15,4.0,3.25,3730.0,,2.0,A0,0,3,10.0,2460,1270,3680,10667,25,-1
3.77,2.0,1.75,1740.0,,1.0,A0,0,4,7.0,990,750,1980,5400,69,-1
3.75,4.0,2.5,2300.0,,1.0,A0,0,4,7.0,2300,0,1460,19250,60,-1
12.27,4.0,3.5,3590.0,5334.0,2.0,A0,2,3,9.0,3140,450,2100,6250,9,-1
7.8,4.0,3.5,2890.0,,2.0,A0,0,3,9.0,2370,520,3490,6093,1,-1
5.9,3.0,2.0,1940.0,5820.0,1.5,A0,0,5,7.0,1150,790,990,3880,71,-1
3.9,3.0,2.0,1430.0,,1.0,A0,0,3,7.0,1430,0,1530,11475,62,-1
6.95,3.0,2.5,2190.0,,2.0,A0,3,4,9.0,2190,0,2315,2538,36,-1
2.83,2.0,2.5,1278.0,,2.0,A0,0,3,7.0,1002,276,1220,1287,8,-1
1.6,3.0,1.0,1310.0,,1.0,A0,0,3,7.0,1310,0,1330,9529,59,-1
3.2495,3.0,2.5,2570.0,,2.0,A0,0,3,9.0,2570,0,2590,10078,26,-1
2.5,3.0,1.0,1600.0,,1.0,A0,0,3,7.0,1600,0,2050,7200,49,-1
2.75,3.0,1.75,1320.0,,1.0,A0,0,3,7.0,1320,0,1310,10500,49,-1
4.65,3.0,2.5,2220.0,,2.0,A0,0,3,8.0,2220,0,1610,5297,9,-1
1.24,4.0,2.0,1440.0,,1.0,A0,0,3,5.0,1440,0,1440,9546,72,-1
4.65,4.0,2.5,1780.0,,2.0,A0,0,3,8.0,1780,0,1830,4164,21,-1
3.65,4.0,1.75,1920.0,7986.0,1.0,A0,0,3,7.0,960,960,1700,7452,63,-1
4.3,3.0,1.75,2519.0,8690.0,2.0,A0,0,5,8.0,2519,0,2500,9500,42,-1
2.04,3.0,1.0,1110.0,,1.0,A0,0,3,6.0,1110,0,1480,8100,66,-1
24.0,3.0,3.25,4340.0,4947.0,2.0,A0,3,3,11.0,3060,1280,1680,5250,22,-1
2.41,3.0,2.25,1900.0,,2.0,A0,0,4,7.0,1900,0,1520,6559,23,-1
3.85,3.0,1.75,1290.0,,1.0,A0,0,4,7.0,1290,0,1840,8580,53,-1
6.05,3.0,2.5,2620.0,,2.0,A0,0,4,8.0,1830,790,2620,12343,38,-1
9.0,4.0,2.25,2250.0,,2.0,A0,0,4,9.0,2010,240,1910,3990,103,21
3.4,4.0,3.5,,,2.0,A0,1,3,8.0,2240,800,2220,7800,13,-1
1.95,3.0,1.75,1800.0,7763.0,1.0,A0,0,3,6.0,1470,330,1440,7483,31,-1
2.4,4.0,2.5,1940.0,10200.0,1.0,A0,0,4,8.0,1140,800,1920,12600,38,-1
4.9,3.0,1.75,1490.0,5000.0,1.0,A0,1,3,8.0,1250,240,1980,5000,61,-1
3.815,3.0,1.0,1290.0,,1.5,A0,0,4,7.0,1290,0,1290,4850,96,-1
2.94,4.0,2.75,2420.0,,2.0,A0,0,3,8.0,2420,0,2420,6200,10,-1
1.93,3.0,1.75,1250.0,5546.0,1.0,A0,0,4,7.0,1250,0,1640,4791,28,-1
12.2,5.0,4.0,4440.0,9270.0,1.0,A0,0,5,10.0,2220,2220,2720,9614,47,-1
3.35,4.0,2.5,2510.0,,2.0,A0,0,3,7.0,2510,0,2570,5119,14,-1
2.46,4.0,2.25,1800.0,,2.0,A0,0,4,8.0,1800,0,2010,5050,11,-1
6.65,6.0,2.25,3140.0,,1.0,A0,0,4,8.0,1570,1570,2320,10250,56,-1
3.07,3.0,2.25,1750.0,,1.0,A0,0,3,8.0,1270,480,2170,12000,52,-1
3.049,3.0,2.5,1800.0,,2.0,A0,0,3,8.0,1800,0,1580,2617,4,-1
4.35,5.0,3.25,3400.0,4499.0,2.0,A0,0,3,8.0,2740,660,3400,6163,10,-1
4.7495,2.0,1.0,1260.0,,1.0,A0,0,3,7.0,1000,260,1780,4000,75,-1
2.88,2.0,1.0,,,1.0,A0,0,4,6.0,820,0,1320,4880,90,-1
4.5,4.0,1.75,1650.0,8560.0,1.0,A0,0,3,8.0,1650,0,1700,8560,45,-1
4.25,4.0,2.25,2420.0,,2.0,A0,0,4,8.0,2420,0,2410,36680,38,-1
3.2495,3.0,1.0,,,1.0,A0,0,3,7.0,1020,0,1750,11640,46,-1
8.75,3.0,1.75,2150.0,4200.0,1.0,A0,4,5,8.0,1140,1010,2510,7500,55,-1
1.41,3.0,2.0,1260.0,,1.0,A0,0,3,6.0,1260,0,1300,9091,17,-1
13.25,5.0,3.0,3850.0,,1.0,A0,0,4,9.0,2290,1560,3010,15001,51,-1
10.25,2.0,1.75,2050.0,,1.0,A0,0,4,8.0,2050,0,2980,11900,65,-1
3.83,2.0,1.75,990.0,,1.0,A0,0,4,6.0,990,0,840,6110,73,-1
4.0,3.0,1.5,1930.0,11092.0,1.0,A0,0,3,7.0,1500,430,1230,10964,32,-1
6.05,3.0,2.5,2060.0,2551.0,2.0,A0,0,3,8.0,1900,160,2060,2936,14,-1
15.25,4.0,2.75,3680.0,,2.0,A0,3,3,9.0,2480,1200,3200,5000,79,-1
6.25,4.0,3.25,2780.0,,2.0,A0,0,3,9.0,2780,0,1000,7500,9,-1
9.0,5.0,2.75,3100.0,,1.0,A0,2,4,9.0,1660,1440,3230,10279,42,-1
2.85,4.0,2.5,2490.0,4751.0,2.0,A0,0,3,7.0,2490,0,2510,5233,14,-1
3.4,3.0,2.5,1710.0,,2.0,A0,0,3,7.0,1710,0,1500,4920,25,-1
9.33,3.0,2.5,2240.0,,1.0,A0,0,4,9.0,2240,0,2900,45738,70,23
2.5,3.0,1.75,2920.0,,1.0,A0,0,4,7.0,2920,0,1560,10572,51,-1
0.115,3.0,1.0,840.0,,1.0,A0,0,3,6.0,840,0,840,9420,55,-1
3.5,2.0,1.0,750.0,,1.0,A0,0,2,,750,0,1160,4000,82,-1
4.2,2.0,2.25,1160.0,,2.0,A0,0,3,8.0,1000,160,1200,1170,9,-1
8.509,4.0,3.75,3980.0,7828.0,2.0,A0,0,3,10.0,3980,0,3980,8910,14,-1
4.4499,4.0,3.25,1690.0,1321.0,2.0,A0,0,3,8.0,1320,370,3080,4558,1,-1
5.3995,3.0,1.0,1500.0,,1.5,A0,0,5,7.0,1500,0,1780,3600,115,-1
4.2755,3.0,1.75,1770.0,7875.0,1.0,A0,0,4,7.0,1170,600,1670,8000,57,-1
5.10888,3.0,2.0,1490.0,7431.0,1.0,A0,0,4,7.0,1490,0,1700,7725,49,-1
13.1,3.0,3.0,2490.0,3600.0,2.0,A0,3,4,,1790,700,2490,3600,104,-1
7.8,4.0,2.25,2190.0,,2.0,A0,0,3,,1800,390,2100,4080,97,-1
4.65,3.0,2.5,2520.0,,3.0,A0,0,3,9.0,2520,0,1130,5000,25,-1
5.74,4.0,2.0,2240.0,,1.0,A0,0,5,8.0,1120,1120,1790,11040,54,-1
1.69,4.0,1.0,1450.0,8960.0,1.0,A0,0,3,6.0,1450,0,1160,7680,72,-1
7.75,3.0,2.5,3300.0,,2.0,A0,0,3,9.0,3300,0,3280,11446,21,-1
4.23,3.0,2.0,1620.0,8400.0,1.0,A0,0,3,7.0,1180,440,2120,8424,47,-1
4.885,4.0,2.5,2780.0,,2.0,A0,3,3,9.0,2780,0,3160,7848,11,-1
1.77,3.0,1.5,1400.0,,1.0,A0,0,4,7.0,1400,0,1480,8125,29,-1
5.2,3.0,2.25,2400.0,,1.0,A0,0,3,8.0,1400,1000,1720,9828,53,-1
3.5,3.0,2.25,1570.0,7475.0,1.0,A0,0,4,7.0,1200,370,1700,7230,32,-1
9.88,5.0,4.5,4820.0,13165.0,2.0,A0,0,4,11.0,3950,870,3880,13810,25,-1
3.41286,3.0,2.5,1408.0,989.0,3.0,A0,0,3,8.0,1408,0,1408,1342,10,-1
1.4995,3.0,1.5,1630.0,,1.0,A0,0,4,7.0,1630,0,1420,9282,52,-1
4.75,3.0,2.75,1960.0,,1.0,A0,0,5,8.0,1240,720,2040,9866,40,-1
4.24,3.0,1.75,1840.0,,1.0,A0,0,4,7.0,920,920,1220,5000,105,-1
5.235,3.0,3.0,1560.0,,3.0,A0,0,3,8.0,1560,0,1530,2091,9,-1
5.1,3.0,2.0,1670.0,4572.0,1.5,A0,0,3,8.0,1670,0,1480,4890,84,-1
4.90997,5.0,2.75,2730.0,5820.0,2.0,A0,0,3,8.0,2730,0,2730,5700,1,-1
3.625,3.0,2.0,1760.0,,2.0,A0,2,3,7.0,1290,470,1760,4830,27,-1
